epoch,train_loss,valid_loss,ccc_v,ccc_a,ccc_avg,mae_v_scaled,mae_a_scaled,mae_scaled,time
0,0.2980200946331024,0.6239201426506042,0.19132916629314423,0.40762457251548767,0.3757518231868744,0.4871194064617157,0.4314356744289398,00:27
