epoch,train_loss,valid_loss,ccc_v,ccc_a,ccc_avg,mae_v_fe,mae_a_fe,mae_fe,time
0,0.3236350119113922,nan,nan,nan,1.5162131786346436,1.372524380683899,1.4443687200546265,07:11
