epoch,train_loss,valid_loss,ccc_v,ccc_a,ccc_avg,mae_v_fe,mae_a_fe,mae_fe,time
0,0.30570754408836365,0.19795358180999756,0.03281661123037338,0.11538510024547577,1.4228838682174683,1.3889628648757935,1.4059233665466309,00:03
